product_id,product_name,brand,category,base_item,cost_price,selling_price,discount_pct,discounted_price,stock_quantity,avg_rating,reviews_count,is_active
P00055,AuraStyle Blender,AuraStyle,Home & Kitchen,Blender,556.69,1171.09,20,936.87,65,3.64,3816,True
P00056,GoldenGate Card Game (UNO),GoldenGate,Toys & Games,Card Game (UNO),757.12,890.65,20,712.52,901,4.37,4716,True
P00057,AuraStyle Beard Trimmer,AuraStyle,Beauty & Personal Care,Beard Trimmer,683.49,1665.75,5,1582.46,429,3.15,4941,True
P00058,LunaGoods Camping Tent,LunaGoods,Sports & Outdoors,Camping Tent,28.07,45.02,0,45.02,695,3.87,3312,True
P00059,SilverKey Vacuum Cleaner,SilverKey,Home & Kitchen,Vacuum Cleaner,26.44,44.47,0,44.47,577,3.97,3511,True
P00060,PrimeSelect Air Fryer,PrimeSelect,Home & Kitchen,Air Fryer,306.39,439.9,20,351.92,334,3.89,2764,True
P00061,PeakLine Action Figure Set,PeakLine,Toys & Games,Action Figure Set,378.89,818.85,0,818.85,53,4.66,562,True
P00062,TechNova Deep Work,TechNova,Books,Deep Work,498.96,734.49,5,697.77,484,4.1,937,True
P00063,NexGen Protein Shaker Bottle,NexGen,Sports & Outdoors,Protein Shaker Bottle,138.39,272.6,10,245.34,765,3.89,1341,True
P00064,BlueMark Smart TV,BlueMark,Electronics,Smart TV,462.76,1099.44,5,1044.47,384,3.08,3249,True
P00065,BlueMark Data Science Handbook,BlueMark,Books,Data Science Handbook,680.98,1335.1,15,1134.83,123,4.32,336,True
P00066,TrueNorth Moisturising Sunscreen SPF50,TrueNorth,Beauty & Personal Care,Moisturising Sunscreen SPF50,519.8,606.65,0,606.65,430,3.36,4015,True
P00067,PureCraft Shampoo & Conditioner Bundle,PureCraft,Beauty & Personal Care,Shampoo & Conditioner Bundle,567.31,985.93,25,739.45,751,3.24,4408,True
P00068,EcoBloom Water Bottle (32oz),EcoBloom,Sports & Outdoors,Water Bottle (32oz),665.43,843.1,5,800.94,902,3.98,3692,True
P00069,TechNova Play-Doh Bundle,TechNova,Toys & Games,Play-Doh Bundle,397.97,632.28,10,569.05,499,4.35,2788,True
P00070,TechNova Foam Roller,TechNova,Sports & Outdoors,Foam Roller,415.72,585.3,25,438.97,247,5.0,3329,True
P00071,LunaGoods The Almanack,LunaGoods,Books,The Almanack,518.49,939.82,5,892.83,811,4.6,3312,True
P00072,SilverKey Eyeshadow Palette,SilverKey,Beauty & Personal Care,Eyeshadow Palette,427.08,736.47,15,626.0,763,4.15,4508,True
P00073,BlueMark Protein Bars (12-pack),BlueMark,Grocery & Gourmet,Protein Bars (12-pack),204.87,268.97,5,255.52,197,3.7,1516,True
P00074,GoldenGate Protein Bars (12-pack),GoldenGate,Grocery & Gourmet,Protein Bars (12-pack),781.4,1452.04,5,1379.44,289,5.0,823,True
P00075,BlueMark Electric Toothbrush,BlueMark,Beauty & Personal Care,Electric Toothbrush,16.25,30.41,0,30.41,280,4.29,2393,True
P00076,TechNova Premium Coffee Beans (1 kg),TechNova,Grocery & Gourmet,Premium Coffee Beans (1 kg),461.38,822.96,0,822.96,451,4.16,2791,False
P00077,LunaGoods Sleeping Bag,LunaGoods,Sports & Outdoors,Sleeping Bag,95.7,118.5,0,118.5,503,4.86,439,True
P00078,EcoBloom Resistance Bands Set v1,EcoBloom,Sports & Outdoors,Resistance Bands Set,99.17,216.39,5,205.57,620,4.48,4883,True
P00079,PureCraft Drone for Kids,PureCraft,Toys & Games,Drone for Kids,241.4,469.4,0,469.4,439,3.81,4994,False
P00080,SkyForge Sapiens,SkyForge,Books,Sapiens,215.39,271.31,30,189.92,245,4.89,1423,True
P00081,PureCraft Gaming Console,PureCraft,Electronics,Gaming Console,553.05,986.85,0,986.85,33,4.21,3719,True
P00082,GoldenGate Protein Shaker Bottle,GoldenGate,Sports & Outdoors,Protein Shaker Bottle,530.64,1279.08,30,895.36,435,5.0,940,True
P00083,PrimeSelect Pillow Set,PrimeSelect,Home & Kitchen,Pillow Set,662.17,825.33,10,742.8,169,4.31,4662,True
P00084,BlueMark Spice Gift Set,BlueMark,Grocery & Gourmet,Spice Gift Set,561.29,1359.79,25,1019.84,512,3.32,4423,True
P00085,BoldStep Smart TV,BoldStep,Electronics,Smart TV,588.95,1157.29,0,1157.29,26,5.0,4712,False
P00086,UrbanEdge Pull-Up Bar,UrbanEdge,Sports & Outdoors,Pull-Up Bar,611.67,848.09,10,763.28,531,4.93,3622,True
P00087,LunaGoods Water Guns Set,LunaGoods,Toys & Games,Water Guns Set,775.4,1383.71,15,1176.15,418,3.65,1317,True
P00088,AuraStyle Protein Bars (12-pack),AuraStyle,Grocery & Gourmet,Protein Bars (12-pack),651.78,1233.58,15,1048.54,465,4.87,721,True
P00089,AuraStyle Raincoat,AuraStyle,Clothing,Raincoat,692.6,1567.81,0,1567.81,1,3.69,3385,True
P00090,LunaGoods Nail Polish Set,LunaGoods,Beauty & Personal Care,Nail Polish Set,502.2,1092.78,30,764.95,208,3.47,2187,True
P00091,LunaGoods Trekking Poles,LunaGoods,Sports & Outdoors,Trekking Poles,101.53,250.14,30,175.1,623,4.39,2545,True
P00092,EcoBloom Board Game (Catan),EcoBloom,Toys & Games,Board Game (Catan),793.84,1891.29,0,1891.29,472,3.2,962,True
P00093,PrimeSelect Foam Roller,PrimeSelect,Sports & Outdoors,Foam Roller,335.31,604.02,5,573.82,483,4.13,3142,False
P00094,PeakLine Mattress Topper,PeakLine,Home & Kitchen,Mattress Topper,224.62,497.87,30,348.51,424,4.86,2784,True
P00095,BlueMark Wireless Earbuds,BlueMark,Electronics,Wireless Earbuds,670.79,1296.57,25,972.43,675,3.76,4412,True
P00096,SwiftWave Drone for Kids,SwiftWave,Toys & Games,Drone for Kids,696.33,1722.75,20,1378.2,244,4.12,4684,True
P00097,SwiftWave LEGO City Set,SwiftWave,Toys & Games,LEGO City Set,597.04,1255.01,25,941.26,830,2.78,1246,False
P00098,GoldenGate Storage Organizer,GoldenGate,Home & Kitchen,Storage Organizer,268.94,345.72,0,345.72,865,5.0,3606,True
P00099,ClearPath Organic Olive Oil,ClearPath,Grocery & Gourmet,Organic Olive Oil,330.93,673.1,15,572.13,158,5.0,2171,True
P00100,PeakLine Water Guns Set,PeakLine,Toys & Games,Water Guns Set,682.15,1569.4,20,1255.52,879,4.57,4371,False
P00101,SilverKey Dried Fruit Mix,SilverKey,Grocery & Gourmet,Dried Fruit Mix,33.54,41.67,0,41.67,646,3.9,1863,True
P00102,NovaBrands Raincoat,NovaBrands,Clothing,Raincoat,357.72,746.53,0,746.53,925,3.65,237,True
P00103,NexGen Wireless Earbuds,NexGen,Electronics,Wireless Earbuds,303.0,408.0,0,408.0,543,3.33,1475,True
P00104,EcoBloom Stuffed Animal,EcoBloom,Toys & Games,Stuffed Animal,400.65,776.16,10,698.54,237,4.58,3777,True
P00105,PureCraft Smart TV,PureCraft,Electronics,Smart TV,721.46,1489.65,10,1340.69,161,5.0,4813,True
P00106,PrimeSelect Magnetic Tiles,PrimeSelect,Toys & Games,Magnetic Tiles,368.18,573.57,0,573.57,393,4.75,3958,True
P00107,BlueMark Nail Polish Set,BlueMark,Beauty & Personal Care,Nail Polish Set,794.19,1229.85,0,1229.85,849,3.84,4636,False
P00108,BlueMark Dried Fruit Mix,BlueMark,Grocery & Gourmet,Dried Fruit Mix,621.71,908.11,5,862.7,821,3.7,2886,True
P00109,ClearPath Jump Rope,ClearPath,Sports & Outdoors,Jump Rope,504.46,1195.37,15,1016.06,661,5.0,273,True
P00110,BlueMark Socks (6-pack),BlueMark,Clothing,Socks (6-pack),264.74,452.95,30,317.06,205,4.36,1082,True
P00111,TrueNorth Perfume,TrueNorth,Beauty & Personal Care,Perfume,731.22,1660.7,15,1411.6,263,5.0,2417,True
P00112,ClearPath Premium Coffee Beans (1 kg),ClearPath,Grocery & Gourmet,Premium Coffee Beans (1 kg),604.55,879.37,30,615.56,692,3.36,3255,True
P00113,PrimeSelect LEGO City Set,PrimeSelect,Toys & Games,LEGO City Set,431.57,761.27,15,647.08,688,4.1,3121,True
P00114,TechNova Thinking Fast and Slow,TechNova,Books,Thinking Fast and Slow,497.54,1205.68,5,1145.4,335,3.63,4997,True
P00115,BlueMark Oat Granola (1 kg),BlueMark,Grocery & Gourmet,Oat Granola (1 kg),521.15,681.41,0,681.41,46,4.58,4035,True
P00116,PureCraft Knife Block Set,PureCraft,Home & Kitchen,Knife Block Set,299.95,729.38,20,583.5,713,3.93,4425,True
P00117,BoldStep Pillow Set,BoldStep,Home & Kitchen,Pillow Set,525.66,1196.13,15,1016.71,630,2.86,268,True
P00118,NexGen Dark Chocolate Box,NexGen,Grocery & Gourmet,Dark Chocolate Box,83.99,174.34,0,174.34,557,4.91,2938,True
P00119,PureCraft Data Science Handbook,PureCraft,Books,Data Science Handbook,77.88,111.86,5,106.27,654,4.0,2732,False
P00120,SilverKey Data Science Handbook,SilverKey,Books,Data Science Handbook,169.69,244.61,15,207.92,890,4.03,1908,True
P00121,ClearPath Wireless Earbuds,ClearPath,Electronics,Wireless Earbuds,790.08,1484.79,0,1484.79,817,4.5,211,True
P00122,SwiftWave Zero to One,SwiftWave,Books,Zero to One,17.55,26.47,30,18.53,129,4.89,3448,True
P00123,PureCraft Hoodie,PureCraft,Clothing,Hoodie,623.52,1149.07,30,804.35,111,3.69,355,True
P00124,LunaGoods Laptop,LunaGoods,Electronics,Laptop,678.6,1170.9,25,878.18,110,4.23,4016,True
P00125,IronVault Formal Shirt,IronVault,Clothing,Formal Shirt,122.93,162.31,20,129.85,639,3.59,2663,False
P00126,TrueNorth Trekking Poles,TrueNorth,Sports & Outdoors,Trekking Poles,486.31,624.37,30,437.06,718,3.54,937,True
P00127,PureCraft Designing Data-Intensive Applications,PureCraft,Books,Designing Data-Intensive Applications,711.03,1214.9,15,1032.66,847,3.5,778,True
P00128,ClearPath Water Bottle (32oz),ClearPath,Sports & Outdoors,Water Bottle (32oz),551.02,986.47,0,986.47,93,4.28,699,True
P00129,ClearPath Body Lotion,ClearPath,Beauty & Personal Care,Body Lotion,447.31,868.55,15,738.27,575,3.27,3365,True
P00130,UrbanEdge Musical Toy Piano,UrbanEdge,Toys & Games,Musical Toy Piano,774.88,1519.19,30,1063.43,360,3.76,848,True
P00131,NovaBrands Dark Chocolate Box,NovaBrands,Grocery & Gourmet,Dark Chocolate Box,283.34,538.62,30,377.03,117,4.16,3515,False
P00132,PrimeSelect Webcam,PrimeSelect,Electronics,Webcam,28.02,42.56,15,36.18,780,3.32,2531,True
P00133,ClearPath Mattress Topper,ClearPath,Home & Kitchen,Mattress Topper,455.23,769.82,30,538.87,145,4.01,751,True
P00134,SwiftWave Drone for Kids v1,SwiftWave,Toys & Games,Drone for Kids,130.14,204.41,0,204.41,332,2.5,4649,True
P00135,IronVault Stand Mixer,IronVault,Home & Kitchen,Stand Mixer,44.56,56.15,20,44.92,453,3.74,3621,True
P00136,BoldStep Formal Shirt,BoldStep,Clothing,Formal Shirt,93.16,192.43,30,134.7,607,3.51,3986,True
P00137,AuraStyle Smartwatch,AuraStyle,Electronics,Smartwatch,787.63,964.02,10,867.62,209,3.97,1124,True
P00138,LunaGoods Men's T-Shirt,LunaGoods,Clothing,Men's T-Shirt,598.88,830.76,5,789.22,389,4.49,4362,True
P00139,AuraStyle Moisturising Sunscreen SPF50,AuraStyle,Beauty & Personal Care,Moisturising Sunscreen SPF50,690.1,833.03,20,666.42,19,3.87,2564,True
P00140,NovaBrands Action Figure Set,NovaBrands,Toys & Games,Action Figure Set,327.0,802.58,15,682.19,175,4.16,3769,True
P00141,BoldStep Winter Jacket,BoldStep,Clothing,Winter Jacket,473.15,878.8,15,746.98,405,4.78,1815,True
P00142,NovaBrands Activewear Leggings,NovaBrands,Clothing,Activewear Leggings,426.83,602.59,15,512.2,794,3.38,2862,True
P00143,NovaBrands Blender,NovaBrands,Home & Kitchen,Blender,121.42,171.97,0,171.97,616,4.68,617,False
P00144,GoldenGate Hot Sauce Set,GoldenGate,Grocery & Gourmet,Hot Sauce Set,609.1,1069.59,15,909.15,946,4.93,4624,True
P00145,PureCraft Electric Toothbrush,PureCraft,Beauty & Personal Care,Electric Toothbrush,59.29,103.58,30,72.51,310,4.33,2883,True
P00146,UrbanEdge Hot Sauce Set,UrbanEdge,Grocery & Gourmet,Hot Sauce Set,50.23,114.16,30,79.91,78,3.33,739,True
P00147,GoldenGate Mechanical Keyboard,GoldenGate,Electronics,Mechanical Keyboard,523.21,828.8,0,828.8,487,2.59,3690,True
P00148,PeakLine Face Mask Sheet Pack,PeakLine,Beauty & Personal Care,Face Mask Sheet Pack,406.12,561.65,25,421.24,253,4.09,3586,True
P00149,NexGen Non-Stick Pan Set,NexGen,Home & Kitchen,Non-Stick Pan Set,734.76,1229.26,0,1229.26,793,3.67,2741,True
P00150,PrimeSelect Action Figure Set,PrimeSelect,Toys & Games,Action Figure Set,580.37,1181.84,0,1181.84,928,4.79,4937,True
P00151,NexGen Pillow Set,NexGen,Home & Kitchen,Pillow Set,251.63,512.24,10,461.02,678,3.47,694,True
P00152,ClearPath Makeup Brush Set,ClearPath,Beauty & Personal Care,Makeup Brush Set,537.74,1220.18,0,1220.18,756,4.61,4312,True
P00153,NexGen Educational Robot Kit,NexGen,Toys & Games,Educational Robot Kit,19.49,30.54,5,29.01,973,4.43,3983,True
P00154,PeakLine Stand Mixer,PeakLine,Home & Kitchen,Stand Mixer,240.15,531.68,30,372.18,519,5.0,4421,True
P00155,IronVault Anti-Aging Cream,IronVault,Beauty & Personal Care,Anti-Aging Cream,109.18,181.08,25,135.81,166,4.49,1356,True
P00156,EcoBloom Shampoo & Conditioner Bundle,EcoBloom,Beauty & Personal Care,Shampoo & Conditioner Bundle,775.82,1531.7,5,1455.12,770,4.94,3677,True
P00157,LunaGoods Protein Shaker Bottle,LunaGoods,Sports & Outdoors,Protein Shaker Bottle,723.66,1021.75,10,919.58,694,5.0,3782,True
P00158,SkyForge RC Car,SkyForge,Toys & Games,RC Car,642.0,858.25,25,643.69,256,3.54,427,True
P00159,TrueNorth Wool Sweater,TrueNorth,Clothing,Wool Sweater,681.68,1046.27,0,1046.27,781,4.45,4205,True
P00160,EcoBloom Socks (6-pack) v1,EcoBloom,Clothing,Socks (6-pack),654.28,1533.8,20,1227.04,952,4.65,218,True
P00161,AuraStyle Hair Dryer,AuraStyle,Beauty & Personal Care,Hair Dryer,795.65,1317.7,0,1317.7,28,3.99,2746,True
P00162,LunaGoods Hiking Backpack,LunaGoods,Sports & Outdoors,Hiking Backpack,558.38,746.76,25,560.07,722,4.35,3842,True
P00163,PrimeSelect Men's T-Shirt v1,PrimeSelect,Clothing,Men's T-Shirt,176.45,238.53,10,214.68,962,4.0,910,True
P00164,EcoBloom Men's T-Shirt,EcoBloom,Clothing,Men's T-Shirt,338.76,752.64,0,752.64,468,3.37,514,True
P00165,SilverKey Quinoa (1 kg),SilverKey,Grocery & Gourmet,Quinoa (1 kg),18.07,33.35,15,28.35,247,4.0,12,True
P00166,PeakLine RC Car,PeakLine,Toys & Games,RC Car,421.17,689.38,30,482.57,976,3.61,4309,True
P00167,LunaGoods Gaming Console,LunaGoods,Electronics,Gaming Console,39.61,66.24,15,56.3,382,4.1,553,True
P00168,GoldenGate Raincoat,GoldenGate,Clothing,Raincoat,589.47,942.5,30,659.75,45,4.21,2886,True
P00169,PureCraft Mattress Topper,PureCraft,Home & Kitchen,Mattress Topper,784.75,1409.42,0,1409.42,186,4.18,3749,True
P00170,SkyForge Noise-Cancelling Headphones,SkyForge,Electronics,Noise-Cancelling Headphones,709.2,1117.74,20,894.19,317,3.9,4222,False
P00171,UrbanEdge Protein Bars (12-pack),UrbanEdge,Grocery & Gourmet,Protein Bars (12-pack),603.87,850.24,10,765.22,365,4.22,2719,True
P00172,AuraStyle Lip Balm Set,AuraStyle,Beauty & Personal Care,Lip Balm Set,595.93,1405.06,0,1405.06,395,3.96,2777,True
P00173,TrueNorth Mixed Nuts (500g),TrueNorth,Grocery & Gourmet,Mixed Nuts (500g),217.04,273.8,30,191.66,434,4.82,1478,True
P00174,SwiftWave Women's Dress,SwiftWave,Clothing,Women's Dress,530.43,829.47,0,829.47,617,4.49,3490,True
P00175,UrbanEdge Eyeshadow Palette,UrbanEdge,Beauty & Personal Care,Eyeshadow Palette,582.82,1387.5,0,1387.5,629,4.58,469,True
P00176,TrueNorth Play-Doh Bundle,TrueNorth,Toys & Games,Play-Doh Bundle,641.87,1326.88,0,1326.88,975,4.09,255,True
P00177,ClearPath Organic Olive Oil v1,ClearPath,Grocery & Gourmet,Organic Olive Oil,58.45,128.65,0,128.65,375,3.15,265,True
P00178,PureCraft Facial Cleanser,PureCraft,Beauty & Personal Care,Facial Cleanser,611.65,1177.3,20,941.84,542,5.0,3006,True
P00179,NovaBrands Cycling Helmet,NovaBrands,Sports & Outdoors,Cycling Helmet,25.6,35.87,10,32.28,530,3.52,2144,True
P00180,BlueMark Zero to One,BlueMark,Books,Zero to One,556.71,1390.74,0,1390.74,204,4.6,1004,True
P00181,PureCraft Green Tea (100 bags),PureCraft,Grocery & Gourmet,Green Tea (100 bags),797.82,1790.46,0,1790.46,990,4.4,2846,True
P00182,BlueMark Hiking Backpack,BlueMark,Sports & Outdoors,Hiking Backpack,681.83,1439.3,15,1223.4,949,3.67,1426,True
P00183,ClearPath Winter Jacket,ClearPath,Clothing,Winter Jacket,193.21,351.05,0,351.05,369,3.56,4519,True
P00184,BlueMark Women's Dress,BlueMark,Clothing,Women's Dress,321.54,680.98,20,544.78,490,3.91,4306,True
P00185,SwiftWave Denim Jeans,SwiftWave,Clothing,Denim Jeans,515.66,906.25,0,906.25,696,3.79,4516,True
P00186,TrueNorth Knife Block Set,TrueNorth,Home & Kitchen,Knife Block Set,729.02,892.91,0,892.91,127,4.07,4244,True
P00187,EcoBloom Non-Stick Pan Set,EcoBloom,Home & Kitchen,Non-Stick Pan Set,280.09,677.88,30,474.52,916,4.05,1608,True
P00188,SilverKey Pull-Up Bar,SilverKey,Sports & Outdoors,Pull-Up Bar,79.28,159.78,0,159.78,606,4.34,4756,True
P00189,GoldenGate Makeup Brush Set,GoldenGate,Beauty & Personal Care,Makeup Brush Set,37.75,87.43,10,78.69,83,4.92,4724,True
P00190,TechNova Stuffed Animal,TechNova,Toys & Games,Stuffed Animal,400.94,800.55,25,600.41,296,4.34,2474,True
P00191,PureCraft Action Figure Set,PureCraft,Toys & Games,Action Figure Set,63.01,77.56,0,77.56,450,3.52,2786,True
P00192,NexGen Face Mask Sheet Pack,NexGen,Beauty & Personal Care,Face Mask Sheet Pack,780.42,1035.25,30,724.67,379,4.44,4218,True
P00193,NovaBrands Thinking Fast and Slow,NovaBrands,Books,Thinking Fast and Slow,217.64,323.13,5,306.97,99,5.0,3425,False
P00194,SwiftWave Mattress Topper,SwiftWave,Home & Kitchen,Mattress Topper,747.33,1586.97,25,1190.23,194,4.55,1305,False
P00195,BlueMark Hot Sauce Set,BlueMark,Grocery & Gourmet,Hot Sauce Set,400.41,509.15,15,432.78,402,2.54,1762,True
P00196,IronVault Trekking Poles,IronVault,Sports & Outdoors,Trekking Poles,706.46,1436.41,30,1005.49,481,4.05,2340,True
P00197,ClearPath Casual Shorts,ClearPath,Clothing,Casual Shorts,706.55,1506.46,30,1054.52,782,3.95,419,True
P00198,AuraStyle Resistance Bands Set,AuraStyle,Sports & Outdoors,Resistance Bands Set,405.88,885.61,0,885.61,286,4.2,973,False
P00199,SwiftWave Play-Doh Bundle,SwiftWave,Toys & Games,Play-Doh Bundle,448.48,737.11,0,737.11,147,4.33,4096,True
P00200,SwiftWave Toaster Oven,SwiftWave,Home & Kitchen,Toaster Oven,644.15,1192.39,30,834.67,152,4.78,4966,True
P00201,AuraStyle Electric Toothbrush,AuraStyle,Beauty & Personal Care,Electric Toothbrush,792.54,1702.44,30,1191.71,306,3.51,4175,True
P00202,TechNova Trekking Poles,TechNova,Sports & Outdoors,Trekking Poles,297.84,613.44,10,552.1,426,3.7,4781,True
P00203,LunaGoods Webcam,LunaGoods,Electronics,Webcam,216.1,439.77,25,329.83,995,4.23,420,True
P00204,EcoBloom RC Car,EcoBloom,Toys & Games,RC Car,30.1,73.15,0,73.15,112,3.32,1562,True
P00205,BoldStep RC Car,BoldStep,Toys & Games,RC Car,553.95,943.94,0,943.94,793,3.58,510,True
